scope,scenario_short,scenario_id,treatment,metric,n,mean,median,sd,min,q1,q3,max
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,max_abs_horizontal_command_m_s,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,command_count,10,115.1,112.0,11.090035567521364,101.0,106.0,122.75,135.0
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T0,descent_command_count,10,115.1,112.0,11.090035567521364,101.0,106.0,122.75,135.0
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,final_error_m,10,0.021503824542619548,0.01586013806015791,0.014548244113870056,0.004675245515374724,0.01116316022152676,0.03408520519916494,0.04727773230967795
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,landing_time_s,10,30.3875,29.9705,2.3994039653399106,26.91,29.11325,31.6245,35.55
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,total_duration_s,10,37.9561,37.5235,2.4344590295724156,34.063,36.98025,39.025499999999994,43.237
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,accepted_detection_rate,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,lost_detection_count,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,latency_ms_mean,10,76.16789578215705,72.80205791132803,15.18506688090152,59.4551094890511,62.74341166186755,91.50072166666666,95.91343558282209
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,latency_ms_max,10,129.246,100.395,54.18458087356996,75.64,86.5375,181.2775,210.71
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,mean_abs_error_x_norm,10,0.033952856546679434,0.035155798958129245,0.007142190661467988,0.01721176662328053,0.031323090452692166,0.03798998342082448,0.04243723683887058
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,std_error_x_norm,10,0.02429189456921066,0.02204426871846453,0.00855778200020855,0.013109316716216513,0.018111885193066724,0.031097112470172026,0.03822811247245255
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,mean_abs_error_y_norm,10,0.04208523609181913,0.04444863219666325,0.00755006460421813,0.02689715306497527,0.04140216187617343,0.04639609926448149,0.04940664724338274
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,std_error_y_norm,10,0.038729228851700014,0.03843406358213282,0.007676008630490982,0.027884905173748236,0.033592871223206804,0.043667398257930264,0.05346760552711999
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,max_abs_horizontal_command_m_s,10,0.03666950782140096,0.037504720687866214,0.005124927972720072,0.02872462272644043,0.03395621379216512,0.03939375877380371,0.044810787836710615
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,command_count,10,141.2,140.0,10.538817137927134,125.0,136.0,146.25,163.0
scenario_treatment,S05,P05_S05_H3_Y04_YAW0,T1,descent_command_count,10,113.4,112.0,9.524238085595671,103.0,105.25,119.75,129.0
scenario_treatment,S06,P05_S06_H3_Y04_YAW15,T0,final_error_m,10,0.47564879001763977,0.4170903701754156,0.1488895219732821,0.33548954533443637,0.3988141446745368,0.49862747460481116,0.8462515876111237
scenario_treatment,S06,P05_S06_H3_Y04_YAW15,T0,landing_time_s,10,25.6391,24.7885,2.4870920748715535,23.017,23.788249999999998,27.86375,29.531
