category,rank,run_id,scenario_short,scenario_id,treatment,treatment_pair_id,repetition,value,threshold,final_error_m,landing_time_s,accepted_detection_rate,lost_detection_count,latency_ms_mean,latency_ms_max,max_abs_horizontal_command_m_s,terminal_event,terminal_status,aborted,notes
longest_landing_time,1,phase05_20260608_131411_c3801822,S07,P05_S07_H3_Y08_YAW0,T1,P05_S07_H3_Y08_YAW0_R09,9,43.407,34.5722,0.032659382165784186,43.407,1.0,0,86.93163366336633,149.95,0.08559746742248535,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
longest_landing_time,2,phase05_20260608_105539_0b6fcf44,S07,P05_S07_H3_Y08_YAW0,T1,P05_S07_H3_Y08_YAW0_R02,2,38.751,34.5722,0.02242831907983171,38.751,1.0,0,90.60128491620111,171.32,0.06298282146453857,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
longest_landing_time,3,phase05_20260608_112944_5eb17392,S07,P05_S07_H3_Y08_YAW0,T1,P05_S07_H3_Y08_YAW0_R04,4,38.512,34.5722,0.019347660318474753,38.512,1.0,0,56.8020786516854,79.87,0.06388659477233886,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
longest_landing_time,4,phase05_20260608_105157_18017f67,S07,P05_S07_H3_Y08_YAW0,T1,P05_S07_H3_Y08_YAW0_R01,1,38.316,34.5722,0.012934806882752933,38.316,1.0,0,105.59214689265538,246.48,0.09823222160339355,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
longest_landing_time,5,phase05_20260608_131743_02ff76bb,S07,P05_S07_H3_Y08_YAW0,T1,P05_S07_H3_Y08_YAW0_R10,10,38.176,34.5722,0.010088807914056513,38.176,1.0,0,92.12329545454546,160.7,0.06377348899841309,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
longest_landing_time,6,phase05_20260608_145623_5cf1f00c,S08,P05_S08_H3_Y08_YAW15,T1,P05_S08_H3_Y08_YAW15_R01,1,37.735,34.5722,0.013092952376818968,37.735,1.0,0,56.48925287356322,76.06,0.06383078893025716,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
longest_landing_time,7,phase05_20260608_153518_1f649825,S08,P05_S08_H3_Y08_YAW15,T1,P05_S08_H3_Y08_YAW15_R05,5,37.157,34.5722,0.03306406537329284,37.157,1.0,0,56.68102272727273,81.81,0.08157488505045572,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
longest_landing_time,8,phase05_20260607_234238_327228c7,S06,P05_S06_H3_Y04_YAW15,T1,P05_S06_H3_Y04_YAW15_R01,1,36.696,34.5722,0.01567443721633139,36.696,1.0,0,57.24372781065089,82.08,0.03513326644897461,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
longest_landing_time,9,phase05_20260608_160541_dcf510ce,S08,P05_S08_H3_Y08_YAW15,T1,P05_S08_H3_Y08_YAW15_R09,9,36.691,34.5722,0.02215382537633862,36.691,1.0,0,60.194310344827585,94.99,0.09052597681681315,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
longest_landing_time,10,phase05_20260608_154624_690038b4,S08,P05_S08_H3_Y08_YAW15,T1,P05_S08_H3_Y08_YAW15_R07,7,35.982,34.5722,0.0028311098906858437,35.982,1.0,0,56.025705882352945,73.23,0.08474737803141276,land_complete,landing,False,"requested_LAND_px4_mode=base=29,custom=4,sub=6; requested_LOITER_px4_mode=base=29,custom=4,sub=3; heartbeat=base_mode=29,custom_mode=50593792,px4_main_mode=4,px4_sub_mode=3"
